Block Name,Fingerprint Hash,Total Occurrences,File Count,Files,Status
1303000022529_上弯板_10100200,-1459713428775038496,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000022481_左支承板_1010020,9202237204335342334,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000022485_角钢_101002003,6428787589993778579,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000022492_右支承板_1010020,2125623251686013405,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000022500_下条_101002003,-8628725740626196540,3,3,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\251236（2025WX-74-03）   下料-第二部分83-156FA.dxf; cad\merged_blocks.dxf,Normalized
1303000022503_长条_101002003,6797699369782800471,3,3,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\251236（2025WX-74-03）   下料-第二部分83-156FA.dxf; cad\merged_blocks.dxf,Normalized
1303000022504_短条_101002003,-2450567020449763859,3,3,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\251236（2025WX-74-03）   下料-第二部分83-156FA.dxf; cad\merged_blocks.dxf,Normalized
1303000022511_立垫板_10100200,5321016746524282672,3,3,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\251236（2025WX-74-03）   下料-第二部分83-156FA.dxf; cad\merged_blocks.dxf,Normalized
1303000022514_横垫条_10100200,-1729599631835269407,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000022527_垫板_101002003,2497177337797261266,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000022531_垫板_101002003,2672103490324559014,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000022532_垫板_101002003,-3269584946990899938,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000020283_前条_101002003,163755248434107728,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000020281_后条_101002003,3428661699501857850,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000022482_连接板_10100200,7503290888692377579,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000022502_连接板_10100200,-471340238975523970,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000020273_弯板_101002003,5458774234245655936,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000022513_上横条_10100200,-7559212139665366448,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000022512_左右立板_1010020,3562505675427139806,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000020274_连接块_10100200,496145259820958384,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000020267_连接块_10100200,7138301658531132938,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
020HJGYJ,-8068048301315662380,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000022484_支撑块_10100200,-6460054101660274033,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
101002009742___外压条,554600471310775140,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002009743___外压板,-2923953229276855159,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002009744___内压板,1987683700385979729,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004167___压条,5513169059458917635,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004168_压条,2988461865910213864,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004169_压条,2282820067690245308,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004170_压条,-3721351601046300280,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004171_压条,5464730684553800677,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002009770___下内压条,-999672677032686762,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002009771_下内压条,7369801833420194819,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002009773___下外压板,576116380526352025,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002009774__下外中板,-4749661969198891010,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004181__上弯条,4820381474870293156,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004182__弯条,8054532224748317336,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004183__弯条,9011273807985087846,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004184__上条,2310863794551298982,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004185__侧条,2853571047932579520,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004186___压条,3346206205803034170,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004187___压条,-3871607330655657872,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004188___压条,-2090133241043335414,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002000259_248010410-2_,1136728984088104402,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002007116_板,-8682887553829044977,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010151_弯板,-8898680221250426773,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002008154___弯板,-7861287197513492705,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002008155___弯板,-4768724716953516310,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002008156__弯板,-5376496587881229844,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002008157__弯板,3069585115974350637,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002008158__弯板,1446923294371110323,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002012154___槽体,321063938715999053,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002012155__弯板,1041594913362547174,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002012156____板,5231184967673415208,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002000712_248032210-3__,-5197612183139724590,3,3,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\251236-借用部分.dxf; cad\251236（2025WX-74-03）   下料-第二部分83-156FA.dxf,Normalized
101002001333_253031211-1__,5675074146897171476,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001334-1_弯板,1912048395074808659,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001335_253031211-3__,8543136485125263355,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001336_258031211-4__,419249550358021989,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001337_253031211-5__,620478834110486689,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001338_253031211-6__,-4444200344861568292,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001062_248060000-1__,-2813083326656077941,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001069,-5361890382074228942,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001073_248061000-5__,1905594833300533978,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001075,1114987519755349283,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001078_248061000-10_,-2051068673424991049,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001080,7192606283588165711,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001081_248061100-2__,8074014272847768014,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001081_248061100-2_0,5611579700551842419,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001082__块,4995054132340610005,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001084_248061100-5__,8665484850219399911,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001085_248061100-6__,-3631007481323766610,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001086__248061100-7_,1011270934792061331,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001088_248061100-9__,1501354644890994512,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001090__块,3395938268840403208,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001091,-7098068845420551663,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001096-1_248062000-1,7125681062618801661,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001096-2_248062000-1,-1889852704594129148,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001097,4052819419169246118,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001099_248062000-4__,8822187642750712243,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001100_248062000-5__,7830364200181906721,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001101_248062000-6__,-4434836454136637595,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001102_248062000-7__,-6586405895576761559,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001104__248062000-9_,2791952053187941345,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001105-1,4480975091175818928,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001105-1__支架板1___,-1655469110956928446,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001108-1__支架板1_3,1876791962517357236,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001105-2,3911197795527044356,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002001108-2,-4945759937659673023,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002316__盘体,-1442557458994593134,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002317_弯板,4310596757407954650,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002337_压板,968137523599578373,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002323__法兰板,-4594827701004832947,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002325_底板,1573833735286760489,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002327_侧板,38921681955953004,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002327_侧板__,6550305415262215988,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002328_挡板,6761610936463045640,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002331_法兰板,78511011837520487,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002332_上板,1485434149456619771,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002333_侧板,-1907268376412782257,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002333_侧板__,-4581399102180985421,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002334__下弯板,-8357140260777623764,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002335__侧条,-1348310363198116066,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002000296_248011000-5_,8507804972377106022,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002356__垫板,8798619793733775529,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101003002359__上板,6220748148397068216,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002352_加强筋,8572250801003178805,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002353_加强筋,7678141988569898330,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002354_加强筋,-8395513503874256611,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002355_加强筋,7245163239906370040,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101003002358__下板,-2876405688476638409,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002348_弯板,-794101548572960303,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002344_条,2757229979826403712,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002345___弯条,6713658972955444636,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002346___弯条,-7307579614853467160,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002347_条,6058211041574224225,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002351_板,3932157874048784671,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101003002360__弯板,8820298502812723491,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101003002361__弯板,7577328283196036661,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002356-1,5556528843872310573,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002003623__弯翻板,602955531458070210,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002009192___安装板,5016538614913624705,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010501__弯板,-923619498213622462,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010522__盖,6399407077254435756,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010523__弯板,-5424593912456704588,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010524__弯板,-7322573898361411351,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002005113__板,6236227282008212622,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010494___弯板,3565702396849410786,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010500___板,-4874050475173524530,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010502___板,1809333257444624721,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010575___槽体,-3286009001591422727,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010495___弯板,3727038562250423732,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010495___弯板____,-1350323870913315932,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010497___弯板,-3758589392571729420,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010498___弯板,-6267598196810057014,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010509__盖,3189516867463207866,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010510___板,4956648644217460735,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010511__弯板,3356086350959255909,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010514___板,-8730346219237936040,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010520___板,-8202457536425946215,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010518_弯板,6589306497100470676,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010580,-6778828221969476184,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
248033200-2手柄,-3642702852800349687,3,3,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\251236-借用部分.dxf; cad\251236（2025WX-74-03）   下料-第二部分83-156FA.dxf,Normalized
101002010542-1___网板-1,1865782790965214526,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010542-2,-3664228884691822975,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002134__板,2383611758354923058,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010432__板,-8917068758942745694,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010532__下槽体上部,4336188726448106178,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010535__板,-7768056219191516653,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010540__板,3014524274149214607,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002114_柱,-668359945836764578,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002005196__柱,1907202059814201063,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010428__板,7326998201982159990,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010533__下槽体上部,-3723204572952687905,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010534__板,4718530270151799494,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010536___弯板,3412755928981080330,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010539__板,-557365841228796044,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002115,8725245029745828539,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002116___板,-6141255083038212105,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002117___板,-414990148471054557,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002133__板,-1525330761086642104,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010547__弯板,8971522697149872769,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1010020025616,-52648453126006639,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010552__板,-6133596754686355831,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010553_板,-8673921629674559178,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002006861_夹板,-5265401230104719320,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002251,4170760673815648961,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002255,2827455637302125941,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002256,-7297972081793515592,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002257,-6486860794695199960,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002264,-1461131574228487391,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1010020022651,-5764923851483280561,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002265,-5503586016940845318,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002266,3919490804940576177,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002267,5594909401866257701,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002268,7634465086939065045,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002012905__弯板__06CR19NI,8027816901350921998,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002002260,3651347164309550350,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
248037100-1,1597744182454322358,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
248037100-2,-3063876054216685613,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1_红外测温装置支架_25MXS043__10100,3527105099280290861,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
2_板_163037110-2,-3342033421222935232,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
212037120-1__板,9126142934693039203,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
163037120-3__长板,-8742255424720119738,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
249000000-1_电机皮带轮护罩,-263076088501994647,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000002_249000000-2__,-3610312570954118300,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000015_立板,-3576629724975835455,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000016_侧板,-1349412288162783951,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000019_加强板,2027712017297683007,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000017_弯板,-2801298170747751394,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000097_249010410-6_条,-741392374681128734,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000093_24900100-2__弯,-3415622305884138439,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000094_24900100-3__弯,2932718877041293007,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000144_249011120-1_右,9213487475918590500,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000146_249011130-1__,4529175583361544837,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000013735弯板10100400016,4335583891340554319,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000022109_板_1010040001,8626802271871534859,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000013733_立板_101004000,2681542055074632114,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000013732弯板10100400016,-2594390429154052979,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000013730__板__10100400,-2123795956434240697,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000013731_环_1010040001,-1044551453940571972,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000173_249020100-3_板,-1536657364047650732,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000178_249020200-1_法,2400931510911748050,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000178_249020200-1_0,-6247083116632330301,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000178_249020200-1_1,8117232348896003654,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000178_249020200-1_2,6228620961443086545,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000181_249020210-1_弯,-6744658610325370115,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000249_249090100-5_管,-8053217073954428635,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000257_249090110-1_弯,-8825152907657373835,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000257_249090110-1_0,2294911302554315867,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000245_249090100-1_圆,4378852581337195091,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000246_249090100-2_弯,-9099149169152348805,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000248_249090100-4_弯,-8019107760354134019,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000250_249090100-6_板,4809227450228306263,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000252_249090100-8__,8572961483722005295,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000253_249090100-9_弯,-2529815908321026011,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000253_249090100-9_0,-6420003972182229728,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004000260_249090200-1_盖,-142716137199902267,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004822__板,-7820597920498022353,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004823__盖,-6839787070317907326,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004827_板,-6639762139672493918,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004830__板,-382799395524553670,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004828_板,5378883301563571125,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004829__板,-3875702233941969968,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
306_T3自动排_72_,-4318904092744716228,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004831__板,1574724356247367373,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002004832__板,6126232344554932958,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002008107__弯板,-5815946621698853924,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002008108__弯板,-4318142351180404815,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002009715___槽体,-5374215249325160853,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
1303000020438_网板_101002005,-9022659647147660324,2,2,cad\250934+0935+1111+1115+1213-CAD下料图.dxf; cad\merged_blocks.dxf,Normalized
1303000020438_网板_101002000,-9097962218332542135,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010680___半圆环,6191991844368545431,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010681___块1,5779482828396453003,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010681___块1_,6337546729004322575,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010682___块2,951030966883404597,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010682___块2__,-6022737075540171566,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010683___板,3272280001961275418,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010686___块3,296877580187969162,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101002010686___块3_,-8618397386250731445,1,1,cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
