Block Name,Fingerprint Hash,Total Occurrences,File Count,Files,Status
304_T3_8_,1735100463891692767,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_64_,-7316808477313205010,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_94_,-4350661499001102347,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_70_,3795658980774782368,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_84_,-5520660587994533330,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_72_,-738694023842194901,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_53_,-5930334440566899251,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\merged_blocks.dxf,Normalized
304_T3_52_,7804830571852393083,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_63_,2076892225950571552,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_91_,5126351385192520096,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_66_,-1770789630148941009,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_67_,-594919905620467656,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_69_,1731400135330828842,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_74_,3270713971912380073,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_95_,360533731882403593,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_96_,-6233035775457540195,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_79_,-6616791151102253218,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_83_,5078390040049991591,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_93_,6835602846751976034,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_85_,-4509804427343719051,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_99_,4879620251090361552,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_102_,5401014324911064916,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_101_,-4205398946638197249,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_103_,-2277646592710302913,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_106_,-6360324155938056535,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
304_T3_107_,8985622860482623781,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
304_T3_104_,8611066702332307883,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_105_,7126047933810403160,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_36_,679551827830185097,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_62_,-8460700138272177364,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_41_,-4055131200991293216,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_39_,-518379463616695844,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_89_,-6477100385909905247,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_49_,-8281073084430403342,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_45_,-4580072869303376073,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_7_,-1167468100705764758,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_23_,-3512530430105003259,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_25_,-7537356391098903604,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_100_,-4422642486186831077,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_97_,412645580948418243,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_86_,2358023244510152471,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_2_,3135011046298236490,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_98_,-4705516115351025094,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_33_,5017873300821540530,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_78_,-5646960902844640805,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_46_,-3711449992134891845,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_32_,5464349390763444011,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_43_,-562198064043226319,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_29_,-6808388692667864072,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_28_,2489130217575099797,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_34_,-6711804826199351974,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_75_,8990413172610671078,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_88_,6060791233291501062,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_44_,-5411239585612405961,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_80_,6459768831048275834,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_37_,6757297130817415777,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_38_,-1075103429245498492,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3,-9063967169064449183,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_40_,2564139186467739519,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_54_,5614559297320991266,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_55_,2283567707677708177,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_51_,-6154804881103972385,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_30_,-2774175014119863338,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_61_,-3063033696542705141,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_87_,-4789146264876840491,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_68_,3832829491809238504,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_71_,5079021279027275848,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_47_,7009279055576885882,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_42_,-2942800746928637735,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_50_,-8646415447839457114,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_77_,8662376930914594431,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_76_,1069174632371857996,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_56_,4085956946599999579,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_65_,6843942076710643155,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_60_,8890322093408620085,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_57_,2381497355805724553,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_48_,6882660536987854485,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_58_,-6627308854627846852,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_59_,1066601459766036762,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_90_,603831945706365566,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_81_,7294972591392567540,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_26_,3531126095561214420,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_3_,-4941306630703057899,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_4_,3033725842454397653,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_6_,7956123027529593094,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_92_,-5924628634464818905,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_82_,-1224969509563117150,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T3_73_,-2323552010582976330,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_9_,-1611708765551135943,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_10_,2360584544710989743,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_5_,-5155211769186217385,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T4_14_,-4525988665800044174,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_6_,8831869539969907517,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_17_,1084788366952590683,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_10_,-3673333016885982903,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_13_,288940340294114469,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_9_,-158233906556289130,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_2_,8027648921550838271,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T5_8_,-6519472811004370627,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_23_,-4899991447047093261,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_26_,4397138914549303764,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_18_,-405055871961536974,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_21_,-6381030383906254234,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_24_,-4128761105897481824,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_7_,3987630307897074415,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_6_,6338391068537943705,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_3_,-5995152294082654934,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\merged_blocks.dxf,Normalized
304_T6_14_,1335747807348163392,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_22_,8255595562771925022,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_34_,-4975159703735358834,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_33_,5575325920841675249,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_32_,-5413332537816381215,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6,4640495414446086338,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_20_,-5127294968514107625,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_12_,-209809357004851642,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T6_15_,5475405173108794683,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_7_,6438372106522757919,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_6_,9110534073765912162,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_9_,-4732510306489011986,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_10_,4963163650001291121,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T8_8_,5839876864176810016,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
A$C44682174,8456320443842395413,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004001394__盘,-3426188251618670639,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
A$CED2CF72E,1815190150925754843,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004001697_侧板,-7306110409019221439,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004000736_立板,-6508811431289553281,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004007012__板,7776155479251810162,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004003376_加强板,-3624606356981321169,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
Q235__T10_2_,113110393687696669,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
Q235__T10_8_,-1670372965951715540,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
Q235__T10_3_,-7801533415095632063,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004001200__弯板,-4306348796815060753,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
1303000014650_弯板_101004008,8892697336864133697,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004000097_249010410-6_条_v2,534292714371376601,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004000093_24900100-2__弯_v2,-1519736093319743168,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004000094_24900100-3__弯_v2,-9170753306621085902,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004000148_249011140-1_0_v2,-878884676260688984,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\250934+0935+1111+1115+1213-CAD下料图.dxf,Normalized
101004006870-1___侧板补片_v2,-6375736844579559135,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004006870-2___侧板补片1_v2,7500480633735818473,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004006882___板_v2,-6479328801619008360,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101004001357___板_v2,1913187529442872564,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T1_5_3__v2,5932390100536167924,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T1_5_11__v2,-6374923925440538002,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T1_5_9__v2,359208396321077961,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T1_5_12__v2,3443811320836138690,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T1_5_6__v2,4402895903367604966,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_v2,4921261101701629620,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_14__v4,4053207463023691438,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_24__v2,-4066513876354017806,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_39__v2,4169318527919084949,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_49__v2,2955176578336102805,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_50__v2,3673525092567787204,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_23__v2,-3421190536905391483,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_15__v3,-2833845172864073797,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_32__v2,-7801709630343238649,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
304_T2_62__v2,3046383002949595784,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
304_T2_69__v2,-8711803211100018024,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
